# t_us	I_over_time_mean
37.6179447	0.579989846
37.6341663	0.562204978
37.650388	0.544665638
37.6666096	0.527380348
37.6828312	0.510357326
37.6990528	0.493604497
37.7152745	0.477129514
37.7314961	0.460939772
37.7477177	0.445042423
37.7639393	0.429444395
37.780161	0.414152402
37.7963826	0.399172966
37.8126042	0.384512425
37.8288258	0.37017695
37.8450474	0.356172556
37.8612691	0.342505119
37.8774907	0.32918038
37.8937123	0.316203961
37.9099339	0.303581375
37.9261556	0.291318028
37.9423772	0.279419235
37.9585988	0.26789022
37.9748204	0.256736122
37.9910421	0.245962
38.0072637	0.235572837
38.0234853	0.225573538
38.0397069	0.215968931
38.0559286	0.206763767
38.0721502	0.197962717
38.0883718	0.189570367
38.1045934	0.181591213
38.120815	0.174029657
38.1370367	0.166889998
38.1532583	0.160176422
38.1694799	0.153892994
38.1857015	0.148043645
38.2019232	0.142632164
38.2181448	0.13766218
38.2343664	0.133137153
38.250588	0.129060354
38.2668097	0.125434855
38.2830313	0.12226351
38.2992529	0.119548936
38.3154745	0.117293501
38.3316962	0.115499302
38.3479178	0.114168147
38.3641394	0.11330154
38.380361	0.112900659
38.3965826	0.112966337
38.4128043	0.113499047
38.4290259	0.114498881
38.4452475	0.115965531
38.4614691	0.117898272
38.4776908	0.120295946
38.4939124	0.123156942
38.510134	0.126479182
38.5263556	0.130260104
38.5425773	0.134496647
38.5587989	0.13918524
38.5750205	0.144321785
38.5912421	0.149901645
38.6074637	0.15591964
38.6236854	0.162370028
38.639907	0.169246504
38.6561286	0.176542191
38.6723502	0.184249631
38.6885719	0.192360789
38.7047935	0.200867044
38.7210151	0.20975919
38.7372367	0.219027439
38.7534584	0.228661422
38.76968	0.238650193
38.7859016	0.248982236
38.8021232	0.259645474
38.8183449	0.270627274
38.8345665	0.281914466
38.8507881	0.293493347
38.8670097	0.305349705
38.8832313	0.317468829
38.899453	0.32983553
38.9156746	0.342434161
38.9318962	0.35524864
38.9481178	0.368262468
38.9643395	0.381458761
38.9805611	0.39482027
38.9967827	0.408329414
39.0130043	0.421968306
39.029226	0.435718783
39.0454476	0.449562438
39.0616692	0.463480654
39.0778908	0.477454639
39.0941125	0.491465455
39.1103341	0.50549406
39.1265557	0.519521338
39.1427773	0.533528143
39.1589989	0.547495329
39.1752206	0.561403794
39.1914422	0.575234513
39.2076638	0.588968581
39.2238854	0.602587247
39.2401071	0.616071954
39.2563287	0.629404381
39.2725503	0.642566472
39.2887719	0.655540482
39.3049936	0.66830901
39.3212152	0.680855035
39.3374368	0.693161954
39.3536584	0.705213613
39.3698801	0.716994344
39.3861017	0.728488997
39.4023233	0.739682969
39.4185449	0.750562239
39.4347665	0.761113392
39.4509882	0.771323648
39.4672098	0.781180889
39.4834314	0.790673684
39.499653	0.799791307
39.5158747	0.808523763
39.5320963	0.816861804
39.5483179	0.824796946
39.5645395	0.832321486
39.5807612	0.839428515
39.5969828	0.846111924
39.6132044	0.852366422
39.629426	0.858187535
39.6456476	0.863571616
39.6618693	0.868515844
39.6780909	0.873018229
39.6943125	0.877077606
39.7105341	0.880693634
39.7267558	0.883866793
39.7429774	0.88659837
39.759199	0.888890455
39.7754206	0.890745929
39.7916423	0.892168446
39.8078639	0.893162423
39.8240855	0.893733021
39.8403071	0.893886125
39.8565288	0.893628325
39.8727504	0.892966894
39.888972	0.891909763
39.9051936	0.890465498
39.9214152	0.888643271
39.9376369	0.886452836
39.9538585	0.883904496
39.9700801	0.881009078
39.9863017	0.8777779
40.0025234	0.874222739
40.018745	0.870355799
40.0349666	0.86618968
40.0511882	0.861737344
40.0674099	0.85701208
40.0836315	0.852027472
40.0998531	0.846797366
40.1160747	0.841335834
40.1322964	0.83565714
40.148518	0.829775709
40.1647396	0.823706092
40.1809612	0.817462932
40.1971828	0.811060936
40.2134045	0.804514839
40.2296261	0.797839375
40.2458477	0.791049247
40.2620693	0.7841591
40.278291	0.777183487
40.2945126	0.770136851
40.3107342	0.76303349
40.3269558	0.755887541
40.3431775	0.74871295
40.3593991	0.741523455
40.3756207	0.734332564
40.3918423	0.727153536
40.4080639	0.719999365
40.4242856	0.712882762
40.4405072	0.705816144
40.4567288	0.69881162
40.4729504	0.691880981
40.4891721	0.685035688
40.5053937	0.678286871
40.5216153	0.671645315
40.5378369	0.665121463
40.5540586	0.658725409
40.5702802	0.652466899
40.5865018	0.64635533
40.6027234	0.640399755
40.6189451	0.634608882
40.6351667	0.628991085
40.6513883	0.623554404
40.6676099	0.618306556
40.6838315	0.613254945
40.7000532	0.608406668
40.7162748	0.60376853
40.7324964	0.599347053
40.748718	0.595148491
40.7649397	0.591178844
40.7811613	0.587443869
40.7973829	0.583949098
40.8136045	0.580699856
40.8298262	0.577701269
40.8460478	0.574958288
40.8622694	0.572475704
40.878491	0.570258162
40.8947127	0.568310177
40.9109343	0.566636157
40.9271559	0.56524041
40.9433775	0.564127169
40.9595991	0.563300602
40.9758208	0.562764826
40.9920424	0.562523929
41.008264	0.562581976
41.0244856	0.562943024
41.0407073	0.563611138
41.0569289	0.564590396
41.0731505	0.565884905
41.0893721	0.567498808
41.1055938	0.569436289
41.1218154	0.571701584
41.138037	0.574298984
41.1542586	0.577232839
41.1704803	0.580507564
41.1867019	0.584127635
41.2029235	0.588097591
41.2191451	0.592422035
41.2353667	0.597105627
41.2515884	0.602153082
41.26781	0.607569161
41.2840316	0.613358667
41.3002532	0.619526434
41.3164749	0.626077313
41.3326965	0.633016168
41.3489181	0.640347854
41.3651397	0.648077208
41.3813614	0.656209028
41.397583	0.66474806
41.4138046	0.673698977
41.4300262	0.68306636
41.4462478	0.692854674
41.4624695	0.70306825
41.4786911	0.71371126
41.4949127	0.724787695
41.5111343	0.736301336
41.527356	0.748255734
41.5435776	0.760654182
41.5597992	0.773499688
41.5760208	0.786794949
41.5922425	0.800542325
41.6084641	0.814743811
41.6246857	0.829401011
41.6409073	0.84451511
41.657129	0.860086848
41.6733506	0.876116493
41.6895722	0.892603816
41.7057938	0.909548067
41.7220154	0.926947945
41.7382371	0.944801583
41.7544587	0.963106516
41.7706803	0.981859664
41.7869019	1.00105731
41.8031236	1.02069509
41.8193452	1.04076794
41.8355668	1.06127014
41.8517884	1.08219523
41.8680101	1.10353606
41.8842317	1.12528474
41.9004533	1.14743261
41.9166749	1.1699703
41.9328966	1.19288766
41.9491182	1.21617379
41.9653398	1.23981702
41.9815614	1.26380492
41.997783	1.2881243
42.0140047	1.31276121
42.0302263	1.33770095
42.0464479	1.36292808
42.0626695	1.38842642
42.0788912	1.41417908
42.0951128	1.44016846
42.1113344	1.46637628
42.127556	1.49278358
42.1437777	1.51937078
42.1599993	1.54611764
42.1762209	1.57300335
42.1924425	1.60000653
42.2086641	1.62710525
42.2248858	1.65427709
42.2411074	1.68149913
42.257329	1.70874803
42.2735506	1.73600004
42.2897723	1.76323106
42.3059939	1.79041664
42.3222155	1.81753206
42.3384371	1.84455237
42.3546588	1.8714524
42.3708804	1.89820685
42.387102	1.92479029
42.4033236	1.95117725
42.4195453	1.97734223
42.4357669	2.00325976
42.4519885	2.02890446
42.4682101	2.05425107
42.4844317	2.07927452
42.5006534	2.10394994
42.516875	2.12825276
42.5330966	2.1521587
42.5493182	2.17564386
42.5655399	2.19868476
42.5817615	2.22125837
42.5979831	2.24334215
42.6142047	2.26491414
42.6304264	2.28595294
42.646648	2.30643779
42.6628696	2.3263486
42.6790912	2.34566601
42.6953129	2.36437138
42.7115345	2.38244686
42.7277561	2.39987545
42.7439777	2.41664094
42.7601993	2.43272806
42.776421	2.44812242
42.7926426	2.46281054
42.8088642	2.47677995
42.8250858	2.49001913
42.8413075	2.50251754
42.8575291	2.5142657
42.8737507	2.52525512
42.8899723	2.53547838
42.906194	2.54492909
42.9224156	2.55360194
42.9386372	2.56149267
42.9548588	2.5685981
42.9710805	2.57491609
42.9873021	2.58044558
43.0035237	2.58518659
43.0197453	2.58914016
43.0359669	2.59230838
43.0521886	2.59469438
43.0684102	2.5963023
43.0846318	2.59713726
43.1008534	2.5972054
43.1170751	2.59651378
43.1332967	2.59507042
43.1495183	2.59288424
43.1657399	2.58996504
43.1819616	2.58632351
43.1981832	2.58197111
43.2144048	2.57692015
43.2306264	2.57118367
43.246848	2.56477543
43.2630697	2.5577099
43.2792913	2.5500022
43.2955129	2.54166806
43.3117345	2.53272379
43.3279562	2.52318623
43.3441778	2.51307272
43.3603994	2.50240105
43.376621	2.49118945
43.3928427	2.47945647
43.4090643	2.46722103
43.4252859	2.45450233
43.4415075	2.4413198
43.4577292	2.42769308
43.4739508	2.41364196
43.4901724	2.39918637
43.506394	2.3843463
43.5226156	2.36914178
43.5388373	2.35359282
43.5550589	2.33771943
43.5712805	2.32154148
43.5875021	2.30507877
43.6037238	2.28835092
43.6199454	2.27137736
43.636167	2.2541773
43.6523886	2.23676969
43.6686103	2.21917319
43.6848319	2.20140612
43.7010535	2.18348649
43.7172751	2.16543189
43.7334968	2.14725954
43.7497184	2.12898621
43.76594	2.11062824
43.7821616	2.09220147
43.7983832	2.07372127
43.8146049	2.05520251
43.8308265	2.0366595
43.8470481	2.01810604
43.8632697	1.99955536
43.8794914	1.98102014
43.895713	1.96251248
43.9119346	1.94404389
43.9281562	1.9256253
43.9443779	1.90726705
43.9605995	1.88897888
43.9768211	1.87076992
43.9930427	1.85264873
44.0092643	1.83462325
44.025486	1.81670084
44.0417076	1.79888827
44.0579292	1.78119171
44.0741508	1.76361676
44.0903725	1.74616847
44.1065941	1.72885131
44.1228157	1.71166921
44.1390373	1.69462555
44.155259	1.67772318
44.1714806	1.66096447
44.1877022	1.64435125
44.2039238	1.62788489
44.2201455	1.61156629
44.2363671	1.59539587
44.2525887	1.57937366
44.2688103	1.56349923
44.2850319	1.54777176
44.3012536	1.53219006
44.3174752	1.51675256
44.3336968	1.50145734
44.3499184	1.48630218
44.3661401	1.47128452
44.3823617	1.45640152
44.3985833	1.44165008
44.4148049	1.42702683
44.4310266	1.41252817
44.4472482	1.39815031
44.4634698	1.38388925
44.4796914	1.36974079
44.4959131	1.35570061
44.5121347	1.34176422
44.5283563	1.32792703
44.5445779	1.31418434
44.5607995	1.30053134
44.5770212	1.28696317
44.5932428	1.27347491
44.6094644	1.26006159
44.625686	1.24671824
44.6419077	1.23343984
44.6581293	1.22022142
44.6743509	1.20705799
44.6905725	1.1939446
44.7067942	1.18087637
44.7230158	1.16784844
44.7392374	1.15485603
44.755459	1.14189445
44.7716807	1.1289591
44.7879023	1.11604545
44.8041239	1.10314911
44.8203455	1.09026581
44.8365671	1.07739139
44.8527888	1.06452183
44.8690104	1.05165327
44.885232	1.03878198
44.9014536	1.0259044
44.9176753	1.01301714
44.9338969	1.00011697
44.9501185	0.987200837
44.9663401	0.974265888
44.9825618	0.961309444
44.9987834	0.948329024
45.015005	0.935322344
45.0312266	0.922287325
45.0474482	0.909222091
45.0636699	0.89612498
45.0798915	0.882994544
45.0961131	0.869829552
45.1123347	0.856628993
45.1285564	0.843392082
45.144778	0.830118262
45.1609996	0.816807202
45.1772212	0.803458806
45.1934429	0.790073213
45.2096645	0.776650796
45.2258861	0.76319217
45.2421077	0.749698189
45.2583294	0.736169948
45.274551	0.722608788
45.2907726	0.709016296
45.3069942	0.695394304
45.3232158	0.68174489
45.3394375	0.668070386
45.3556591	0.654373367
45.3718807	0.640656663
45.3881023	0.626923351
45.404324	0.613176759
45.4205456	0.599420466
45.4367672	0.585658301
45.4529888	0.57189434
45.4692105	0.55813291
45.4854321	0.544378585
45.5016537	0.530636183
45.5178753	0.516910769
45.534097	0.503207646
45.5503186	0.489532361
45.5665402	0.475890696
45.5827618	0.462288666
45.5989834	0.448732517
45.6152051	0.435228722
45.6314267	0.421783975
45.6476483	0.408405188
45.6638699	0.395099484
45.6800916	0.381874194
45.6963132	0.368736847
45.7125348	0.355695168
45.7287564	0.342757067
45.7449781	0.329930633
45.7611997	0.317224128
45.7774213	0.304645974
45.7936429	0.292204748
45.8098645	0.27990917
45.8260862	0.267768094
45.8423078	0.255790498
45.8585294	0.243985473
45.874751	0.232362209
45.8909727	0.220929987
45.9071943	0.209698165
45.9234159	0.198676163
45.9396375	0.187873455
45.9558592	0.177299551
45.9720808	0.166963983
45.9883024	0.156876296
46.004524	0.147046026
46.0207457	0.137482691
46.0369673	0.128195775
46.0531889	0.119194709
46.0694105	0.110488859
46.0856321	0.102087512
46.1018538	0.0939998528
46.1180754	0.086234958
46.134297	0.0788017726
46.1505186	0.0717090978
46.1667403	0.0649655738
46.1829619	0.0585796649
46.1991835	0.0525596434
46.2154051	0.0469135748
46.2316268	0.0416493019
46.2478484	0.0367744305
46.26407	0.0322963149
46.2802916	0.0282220434
46.2965133	0.0245584245
46.3127349	0.0213119742
46.3289565	0.0184889023
46.3451781	0.016095101
46.3613997	0.0141361326
46.3776214	0.0126172188
46.393843	0.0115432303
46.4100646	0.010918677
46.4262862	0.010747699
46.4425079	0.0110340588
46.4587295	0.0117811336
46.4749511	0.0129919088
46.4911727	0.0146689726
46.5073944	0.0168145112
46.523616	0.0194303046
46.5398376	0.0225177241
46.5560592	0.02607773
46.5722809	0.0301108708
46.5885025	0.034617283
46.6047241	0.0395966922
46.6209457	0.0450484146
46.6371673	0.0509713601
46.653389	0.0573640364
46.6696106	0.0642245531
46.6858322	0.0715506281
46.7020538	0.0793395938
46.7182755	0.0875884049
46.7344971	0.0962936468
46.7507187	0.105451545
46.7669403	0.115057975
46.783162	0.125108473
46.7993836	0.135598249
46.8156052	0.146522198
46.8318268	0.157874913
46.8480484	0.1696507
46.8642701	0.181843591
46.8804917	0.194447358
46.8967133	0.207455532
46.9129349	0.220861417
46.9291566	0.234658103
46.9453782	0.248838487
46.9615998	0.263395288
46.9778214	0.278321063
46.9940431	0.293608226
47.0102647	0.309249062
47.0264863	0.325235747
47.0427079	0.341560364
47.0589296	0.358214918
47.0751512	0.375191357
47.0913728	0.392481582
47.1075944	0.410077469
47.123816	0.427970879
47.1400377	0.446153679
47.1562593	0.464617749
47.1724809	0.483355002
47.1887025	0.502357397
47.2049242	0.521616945
47.2211458	0.541125728
47.2373674	0.560875906
47.253589	0.580859726
47.2698107	0.601069533
47.2860323	0.621497778
47.3022539	0.642137022
47.3184755	0.662979944
47.3346972	0.684019348
47.3509188	0.705248159
47.3671404	0.726659434
47.383362	0.748246356
47.3995836	0.770002241
47.4158053	0.791920528
47.4320269	0.813994786
47.4482485	0.836218702
47.4644701	0.858586082
47.4806918	0.881090843
47.4969134	0.903727003
47.513135	0.926488678
47.5293566	0.949370067
47.5455783	0.972365445
47.5617999	0.995469151
47.5780215	1.01867557
47.5942431	1.04197913
47.6104647	1.06537428
47.6266864	1.08885546
47.642908	1.11241713
47.6591296	1.1360537
47.6753512	1.15975953
47.6915729	1.18352894
47.7077945	1.20735614
47.7240161	1.23123527
47.7402377	1.25516033
47.7564594	1.27912517
47.772681	1.30312349
47.7889026	1.32714881
47.8051242	1.35119445
47.8213459	1.37525349
47.8375675	1.3993188
47.8537891	1.42338295
47.8700107	1.44743825
47.8862323	1.47147671
47.902454	1.49549002
47.9186756	1.51946954
47.9348972	1.54340626
47.9511188	1.56729082
47.9673405	1.59111346
47.9835621	1.61486405
47.9997837	1.63853203
48.0160053	1.66210643
48.032227	1.68557583
48.0484486	1.7089284
48.0646702	1.73215185
48.0808918	1.75523344
48.0971135	1.77815999
48.1133351	1.80091784
48.1295567	1.82349289
48.1457783	1.84587059
48.1619999	1.86803592
48.1782216	1.88997344
48.1944432	1.91166727
48.2106648	1.93310107
48.2268864	1.95425813
48.2431081	1.97512132
48.2593297	1.99567311
48.2755513	2.01589561
48.2917729	2.03577061
48.3079946	2.05527953
48.3242162	2.07440351
48.3404378	2.09312343
48.3566594	2.11141988
48.3728811	2.12927328
48.3891027	2.14666383
48.4053243	2.16357158
48.4215459	2.17997648
48.4377675	2.1958584
48.4539892	2.21119713
48.4702108	2.22597251
48.4864324	2.24016439
48.502654	2.25375269
48.5188757	2.2667175
48.5350973	2.27903902
48.5513189	2.29069773
48.5675405	2.30167433
48.5837622	2.31194983
48.5999838	2.32150564
48.6162054	2.33032352
48.632427	2.33838572
48.6486486	2.345675
