# t0_us	theta_over_pi_weighted_mean
8.61081081	2.62067999
8.61891892	2.61802589
8.62702703	2.61534431
8.63513514	2.61263504
8.64324324	2.60989784
8.65135135	2.60713247
8.65945946	2.60433869
8.66756757	2.60151624
8.67567568	2.59866486
8.68378378	2.59578428
8.69189189	2.5928742
8.7	2.58993435
8.70810811	2.58696441
8.71621622	2.58396409
8.72432432	2.58093306
8.73243243	2.577871
8.74054054	2.57477756
8.74864865	2.5716524
8.75675676	2.56849517
8.76486486	2.56530548
8.77297297	2.56208298
8.78108108	2.55882726
8.78918919	2.55553793
8.7972973	2.55221459
8.80540541	2.54885682
8.81351351	2.54546418
8.82162162	2.54203624
8.82972973	2.53857255
8.83783784	2.53507265
8.84594595	2.53153607
8.85405405	2.52796234
8.86216216	2.52435096
8.87027027	2.52070144
8.87837838	2.51701326
8.88648649	2.5132859
8.89459459	2.50951884
8.9027027	2.50571153
8.91081081	2.50186343
8.91891892	2.49797398
8.92702703	2.49404262
8.93513514	2.49006875
8.94324324	2.4860518
8.95135135	2.48199118
8.95945946	2.47788627
8.96756757	2.47373647
8.97567568	2.46954116
8.98378378	2.4652997
8.99189189	2.46101147
9	2.45667581
9.00810811	2.45229208
9.01621622	2.44785962
9.02432432	2.44337776
9.03243243	2.43884584
9.04054054	2.43426317
9.04864865	2.42962908
9.05675676	2.42494287
9.06486486	2.42020385
9.07297297	2.41541132
9.08108108	2.41056459
9.08918919	2.40566295
9.0972973	2.40070569
9.10540541	2.39569209
9.11351351	2.39062145
9.12162162	2.38549304
9.12972973	2.38030615
9.13783784	2.37506006
9.14594595	2.36975405
9.15405405	2.3643874
9.16216216	2.35895939
9.17027027	2.35346931
9.17837838	2.34791643
9.18648649	2.34230004
9.19459459	2.33661943
9.2027027	2.33087389
9.21081081	2.32506272
9.21891892	2.31918521
9.22702703	2.31324066
9.23513514	2.30722839
